"site","years","rest_ha_yr","scenario"
"W40_Stage.Harbor.System",47,3.48633333333333,"R2"
"X71_Cairns.Harbour",47,45.2356713289039,"R2"
"X259_Kungalv",47,20.9880513041706,"R2"
"X232_Arguin.Bank...Zostera.marina",47,0.3,"R2"
"W40_Upper.Pleasant.Bay",47,4.02733333333333,"R2"
"X307_Pointe.de.Berre",47,2.79825151331102,"R2"
"X106_Labrador..inc.Pasir.Panjang.Beach.",47,0.06,"R2"
"X232_Arcachon.Bay...Zostera.marina",47,12.3333333333333,"R2"
"X12_WE4.4",47,13.5670597431989,"R2"
"W40_Westport.River...East.and.West.Branch",47,9.10166666666667,"R2"
"X106_Bajau",47,0.14,"R2"
"X106_Pasir.Laba",47,0.236666666666667,"R2"
"X106_Pulau.Samulun",47,0.09,"R2"
"X106_Tanjung.Changi..Teluk.Paku..Beting.Kusah..Tanah.Merah.Besar",47,0.883333333333333,"R2"
"T1_Watamu",47,27.5856508187635,"R2"
"X188a_Hillsborough.Bay",47,1.70787708015311,"R2"
"X140_Ems.Estuary",47,7.13321902524385,"R2"
"X12_LE4.3",47,5.28098425206217,"R2"
"X12_WE4.2",47,11.0271355688014,"R2"
"W39_RPPMH...Rappahannock",47,3.95113788397435,"R2"
"X207_Salem.Harbor",47,1.18732962463698,"R2"
"X116_Pietra.Ligure..PL.",47,2.20804498575044,"R2"
"W40_Ryders.Cove.Crow.Pond.Bassing.Harbor",47,1.97633333333333,"R2"
"X41_South.control",47,0.0246767257981846,"R2"
"W40_Hyannis.Harbor",47,2.27833333333333,"R2"
"W68_Corner.Inlet...Lewis.Channel",47,6.47,"R2"
"W7.356_Stromstad",47,6.33333333333333,"R2"
"X207_Lagoon.Pond",47,1.6271706775022,"R2"
"X114_Ria.de.Alvor",47,0.0500217170330814,"R2"
"X12_CB7.1N",47,14.2436137198712,"R2"
"X12_CB7.1S",47,5.93172575653425,"R2"
"X244_Oesterwal",47,0.000209590502596173,"R2"
"X12_WE4.1",47,29.4317971591136,"R2"
"X152_Cap.Corse",47,432.1,"R2"
"X242_Chincoteague.Bay",47,130.729256969019,"R2"
"X224_Suwannee",47,32.7439060960362,"R2"
"X259_Uddevalla",47,9.96259053764404,"R2"
"W40_Duxbury.Plymout.h.Harbors",47,30.201,"R2"
"W40_Morris.Island",47,2.28566666666667,"R2"
"X106_Pulau.Ubin",47,0.93,"R2"
"W40_Wild.Harbor",47,0.268666666666667,"R2"
"W40_Lynn.Harbor",47,9.62333333333333,"R2"
"X207_Weweantic.Harbor",47,0.431920717488502,"R2"
"X74_Jangheung.Bay",47,11.1085711262167,"R2"
"W57_Sandy.Cove",47,0.00862858850210355,"R2"
"W57_Chaik.Bay",47,0.00121416909918659,"R2"
"W57_Nakwasina",47,0.00668096845350376,"R2"
"W34_Puget.Sound",47,242.633090801099,"R2"
"W57_Funter.Bay",47,0.0904378897522144,"R2"
"W57_Pirates.Cove",47,0.00243811340286884,"R2"
"W57_Crab.Bay",47,0.0219042341620196,"R2"
"W40_New.Bedford.Harbor.Outer..Cla.rks.Cove",47,1.81933333333333,"R2"
"X89_Izembek.Lagon",47,203.46829810481,"R2"
"X66_Yaquina.Estuary",47,2.19156654764893,"R2"
"X264_Great.Bay.Estuary",47,33.3333333333333,"R2"
"W40_Lower.Pleasant.Bay",47,17.102,"R2"
"X67_Spain",47,7408.46666666667,"R2"
"X111_St.Leonards",47,0.0809244578496169,"R2"
"X178_Adelaide.Metropolitan.Coast",47,634.666666666667,"R2"
"W7.356_Stenungsund",47,9.66666666666667,"R2"
"W40_West.Falmouth.Harbor",47,0.730666666666667,"R2"
"X201_Tokyo.Bay",47,2.3878408294293,"R2"
"X106_Pulau.Tekong",47,4.31,"R2"
"W63_Bahia.San.Quintin",47,79.6666666666667,"R2"
"W54_Estero.Bay",47,33.6,"R2"
"W39_YRKPH...York",47,4.36150054258425,"R2"
"W39_Jenkins.Neck",47,5.22546271299538,"R2"
"W39_Fleets.Bay",47,10.0494457628717,"R2"
"X12_EE3.2",47,26.9235832726237,"R2"
"X207_Gloucester.Harbor",47,0.139584225922588,"R2"
"X242_Chesapeake.Bay",47,140.889138658535,"R2"
"W39_CB6PH...Chesapeake.Bay",47,7.31217955743407,"R2"
"X207_Cape.Pogue..Pocha.and.Caleb.Ponds",47,1.0498037672332,"R2"
"X149_Mobjack.Bay",47,48.1848444542285,"R2"
"X207_Stage.Harbor.System",47,1.18064480626909,"R2"
"X207_Wild.Harbor",47,0.064033798341775,"R2"
"X207_Inner.Sippican.Harbor",47,0.785175408071822,"R2"
"X207_Menemsha",47,1.00001349476212,"R2"
"X207_Lynn.Harbor",47,1.37237651141716,"R2"
"X207_Scituate.Harbor",47,0.0224986309021076,"R2"
"X207_Cohasset.Harbor",47,0.237011614553487,"R2"
"W39_TANMH...Tangier",47,70.4213634257096,"R2"
"X207_Lower.Pleasant.Bay",47,2.43932616975939,"R2"
"X207_New.Bedford.Outer.Harbor",47,0.258044708983921,"R2"
"X207_Morris.Island",47,0.352444159340671,"R2"
"W39_MOBPH...Mobjack",47,38.7628761654712,"R2"
"X207_West.Falmouth",47,0.10514826712759,"R2"
"X12_CB7.2E",47,2.42849441454489,"R2"
"X207_Duxbury.Plymouth.Harbor",47,5.06346263640021,"R2"
"X12_CB7.1",47,6.18879043932813,"R2"
"X207_East.West.Branch.Westport.River",47,2.25228112167998,"R2"
"X207_Pocasset.Harbor",47,0.0973716023962237,"R2"
"X12_EE3.5",47,15.7424513492298,"R2"
"W39_Vaucluse.Shores",47,4.08383278508162,"R2"
"X207_Boston.Harbor",47,1.24913095223683,"R2"
"W4.350_Maquoit.Bay",47,4.24939973597288,"R2"
"X207_Upper.Pleasant.Bay",47,1.28703728933518,"R2"
"X207_Madaket.Harbor",47,1.27588959125206,"R2"
"X207_West.Cape.Cod.Canal",47,1.71082203861492,"R2"
"W39_CB7PH...Chesapeake.Bay",47,43.5589200704978,"R2"
"X207_Ryders.Cove.Crow.Pond.Bassing.Harbor",47,0.409320907316767,"R2"
"X207_Quissett",47,0.135191655399274,"R2"
"W39_East.River",47,8.74273244402564,"R2"
"W39_POCMH...Pocomoke",47,8.58479600218608,"R2"
"X207_Lake.Tashmoo",47,0.589329084074016,"R2"
"X101_Maroom",47,14.4333641739171,"R2"
"X83_Northern.Deception.Bay",47,1.87479149918641,"R2"
"X187_Kaipara.Harbour...Control.3",47,0.0031068902665852,"R2"
"X158_Wanga.Wallen",47,3.16584257733117,"R2"
"X187_Kaipara.Harbour...Control.2",47,0.00813127892275129,"R2"
"X187_Kaipara.Harbour...Control.4",47,0.00272910411938463,"R2"
"X244_Centre.Bank",47,0.000339498709402784,"R2"
"X37_All.Lake.Macquarie",47,34.5835098770665,"R2"
"X101_Eastern.Banks",47,57.9942650711321,"R2"
"X158_Eastern.Banks",47,39.7642637055236,"R2"
"W27_Esperance.Bay",47,5.22329008874876,"R2"
"X158_Moreton.Banks",47,14.3016104175689,"R2"
"W26.346_Wallis.Lake",47,11.9141316950656,"R2"
"X244_Bottelary",47,0.333537217315792,"R2"
"W28_Warnbro.Sound",47,2.02881725055261,"R2"
"X101_Amity",47,8.44778817733764,"R2"
"X101_Wanga.Wallen",47,1.8943157747463,"R2"
"X101_Chain",47,8.13633901439167,"R2"
"X12_CB8.1",47,0.0773996211439682,"R2"
"X151_Southern.study.area",47,2.58845654849561,"R2"
"X37_Tuggerah.Lakes",47,63.7,"R2"
"X207_Hadley.Harbor",47,0.748333333333333,"R2"
"W39_CB5MH...Chesapeake.Bay",47,13.8930136485571,"R2"
"X8_Roviana.Lagoon",47,1.18662429810097,"R2"
"X127_Phu.Quoc.Island",47,56.0394426706369,"R2"
"T1_Vanga",47,10.5353330834644,"R2"
"X62_Paka..Terengganu..lagoon",47,0.494344014940547,"R2"
"X217_Alligator.Bank..Karumba",47,11.4823795603666,"R2"
"X62_Pengkalan.Nangka..Kelantan..lagoon",47,0.409621526338642,"R2"
"T1_Gazi",47,2.45284824226827,"R2"
"X363_Leyte...Samar",47,6.58524580009824,"R2"
"X24_MNS",47,0.00450549181690587,"R2"
"X47_Straits.of.Johor",47,41.8686203161084,"R2"
"X38_Cam.Ranh.Bay",47,0.972872174287573,"R2"
"T1_Faza",47,64.0689630384517,"R2"
"W54_Peace.River..Upper.Charlotte.Harbor",47,7.90833940479593,"R2"
"W7.356_Lysekil",47,5.56666666666667,"R2"
"X184_Cam.Ranh.Bay...Thuy.Trieu.Lagoon",47,11.3334875534777,"R2"
"X174_Ba.Province",47,0.706950385195327,"R2"
"W68_Corner.Inlet...Duck.Point",47,4.53333333333333,"R2"
"X221_Devipattinam",47,4.25435815744947,"R2"
"X221_Munaikkadu",47,0.117047812918709,"R2"
"X96_Reef.Flat",47,0.0946240575007327,"R2"
"X230_Baraulu.Village",47,0.000704071548470339,"R2"
"W42.340_Outside.Cartagena.Bay",47,4.34169035445389,"R2"
"X106_Pulau.Sekudu",47,0.126666666666667,"R2"
"X106_Tanjung.Raya",47,0.563333333333333,"R2"
"X232_Arguin.Bank...Zostera.noltii",47,0.166666666666667,"R2"
"X65_Patch.4...McCormacks.Beach",47,6.16666666666667e-06,"R2"
"X106_Tanjung.Pandan..Cyrene.Reef.",47,0.738338327160149,"R2"
"W68_Western.Port.Scrub.Point",47,3.57040674205971,"R2"
"W68_Corner.Inlet..Granite.Island",47,7.79290283762348,"R2"
"W68_Western.Port.Rhyll",47,0.517109255822661,"R2"
"X323_Central.Area",47,73.2343232501269,"R2"
"X112_Barnegat.Bay...Little.Egg.Harbor",47,159.801026410004,"R2"
"W40_Cohasset.Harbor",47,1.40545133730254,"R2"
"X259_Stromstad",47,1.4739033353067,"R2"
"X288a_Cartagena.Bay",47,24.0351930601319,"R2"
"W42.340_Inside.Cartagena.Bay",47,20.4790287949724,"R2"
"W2_Sarasota.Bay",47,17.7123248081536,"R2"
"W54_San.Carlos.Bay..Lower.Charlotte.Harbor",47,13.0798699990951,"R2"
"W2_Upper.Charlotte.Harbor",47,0,"R2"
"W54_Pine.Island.Sound..Lower.Charlotte.Harbor",47,0,"R2"
"W54_Matlacha.Pass..Lower.Charlotte.Harbor",47,5.72946483070455,"R2"
"W54_Placida..Upper.Charlotte.Harbor",47,4.25165546547904,"R2"
"W54_South.Harbor..Upper.Charlotte.Harbor",47,0,"R2"
"W66_Turnbull.Creek",47,1.73818512142381,"R2"
"W54_Myakka.River..Upper.Charlotte.Harbor",47,0.924696318141566,"R2"
"W54_West.Wall..Upper.Charlotte.Harbor",47,2.18761622766792,"R2"
"W54_East.Wall..Upper.Charlotte.Harbor",47,0.310529542339134,"R2"
"W54_Middle.Harbor..Upper.Charlotte.Harbor",47,0.34794734568037,"R2"
"W54_Lemon.Bay",47,0,"R2"
"X328_Tampa.Bay",47,140.125900221191,"R2"
"X260_Terminal.Flats",47,0.130668277383488,"R2"
"X327_Vieques",47,0.465150602932896,"R2"
"W35.321_North.Vero..NV.",47,4.27590202039353,"R2"
"X224_Steinhatchee.South",47,0,"R2"
"W2_Tampa.Bay",47,522.114585842298,"R2"
"X224_Steinhatchee.North",47,0,"R2"
"X224_Keaton.Beach",47,0,"R2"
"X224_Fenholloway",47,0,"R2"
"X224_Horeshoe.Beach.West",47,0,"R2"
"X224_St.Marks.East",47,7.18510749663042,"R2"
"X224_St.Marks.West",47,3.49975682291436,"R2"
"X23_Estero.Bay",47,4.20638314506791,"R2"
"X224_Econfina",47,0,"R2"
"X224_Aucilla",47,0,"R2"
"X224_Horeshoe.Beach.East",47,13.994147025928,"R2"
"X216_Petit.Bols.Island",47,1.0845102718117,"R2"
"X232_Arcachon.Bay...Zostera.noltii",47,24.0086591535845,"R2"
"X205_Bahia.de.la.Ascension",47,0,"R2"
"W58.31_All.Kromme",47,0.161002453873762,"R2"
"X11_Tampa.Bay",47,130.264909844639,"R2"
"X87_Tampa.Bay",47,127.577947779606,"R2"
"X36_Kees.Bayou",47,0.00415609984864586,"R2"
"X312_Southern.Sector",47,0,"R2"
"W49_Medes.Islands",47,0,"R2"
"X312_Central.Sector",47,0.167043298116129,"R2"
"X312_Northern.Sector",47,1.99147536604009,"R2"
"W9.348_Vaccares.Lagoon",47,59.989248660207,"R2"
"X323_Western.Area",47,8.4660463090158,"R2"
"X323_Eastern.Area",47,24.9801400623555,"R2"
"X12_LE3.6",47,0.334617762639278,"R2"
"X116_Laigueglia..LA.",47,4.6524433380897,"R2"
"X116_Santo.Stefano.al.Mare..SS.",47,3.88070904147956,"R2"
"X116_Sanremo..SR.",47,0,"R2"
"X116_Arenzano..AR.",47,0.872160265456147,"R2"
"X116_Ventimiglia..VM.",47,1.59809880687088,"R2"
"X116_Isola.Gallinara..GA.",47,2.18523984524868,"R2"
"X116_Vado.Ligure..VA.",47,0.513624204758171,"R2"
"X116_Albenga...Loano..AL.",47,0,"R2"
"X116_Isola.di.Bergeggi..BE.",47,0.615844746902988,"R2"
"X116_Porto.Maurizio..PM.",47,0.417751140914312,"R2"
"X152_Gulf.of.St.Florent",47,0.209129751781374,"R2"
"X116_Diano.Marina..DM.",47,0,"R2"
"X125_Gulf.of.Oristano...Area.2",47,51.78235844075,"R2"
"X125_Gulf.of.Oristano...Area.1",47,21.7567396710134,"R2"
"X12_CB5.4W",47,0.840173834875388,"R2"
"X151_Gold.Coast.Broadwater",47,27.0218320082116,"R2"
"X114_Costa.de.Gale",47,0.00281356041950252,"R2"
"R1_Pembroke.river",47,0.184312187623348,"R2"
"X290_Nothfrisian.Wadden.Sea",47,103.973488632109,"R2"
"X6_Area.D",47,0.0790698401172755,"R2"
"R1_Garron.pill",47,0.0159347175174098,"R2"
"X164_Jade.Bay",47,11.1793985396193,"R2"
"X259_Stenungsund",47,0,"R2"
"X259_Lysekil",47,0.131723627178332,"R2"
"X143_Northfrisian.Wadden.Sea",47,40.0451710195668,"R2"
"X196_Troia.Peninsula...Sado.Estuary",47,0.00595346160784111,"R2"
"X286_Chausey.Archipelago",47,11.7544747756759,"R2"
"X320_North.Haven",47,0.000435887417146942,"R2"
"X233_Bourgneuf.Bay",47,5.03085299496843,"R2"
"R1_Hobbs.point",47,0.0336188047318568,"R2"
"R1_Sprinkle.Pill",47,0.0111514052206095,"R2"
"W1_Chincoteague.Bay",47,24.914630218394,"R2"
"X142_Elkhorn.Slough",47,0.070973027642069,"R2"
"X116_Noli...Spotorno..NS.",47,0.441603233851689,"R2"
"X306_Maryland.Coastal.Bays",47,17.9367423539401,"R2"
"X216_Horn.Island",47,0.776574206484705,"R2"
"X284_Yaquina.Estuary",47,2.72894600532487,"R2"
"X125_Gulf.of.Oristano...Area.3",47,342.35274438547,"R2"
"X216_Cat.Island",47,0.512317938024634,"R2"
"X101_Moreton",47,16.2539280319615,"R2"
"W35.321_Melbourne.Palm.Bay..MP.",47,0.696088640660119,"R2"
"X62_Punang.Sari.estuary..Lawas.",47,2.65933339234301,"R2"
"X116_Albissola.Marina...Celle.Ligure..AC.",47,0.374575420041992,"R2"
"X187_Kaipara.Harbour...Control.1",47,0.00219143030185909,"R2"
"X96_Lagoon",47,0.0658524055161073,"R2"
"W35.321_South.Vero..SV.",47,1.12354446786268,"R2"
"W1_Sinepuxent.Bay",47,1.33905941107063,"R2"
"X187_Kaipara.Harbour...Control.5",47,0.000971745985897775,"R2"
"X12_LE5.5.W",47,0.314028606200983,"R2"
"X12_ET9.1",47,0.897440622487056,"R2"
"X6_Area.B",47,0.117614950763901,"R2"
"R1_Carew",47,0.0268708101411952,"R2"
"X114_Ponta.do.Adoche",47,0.00586533167642295,"R2"
"X199_Church.Bay",47,1.0124462764986,"R2"
"W39_BIGMH...Big.Annenessex",47,0.22324819251014,"R2"
"R1_Angle",47,0.151185415346697,"R2"
"X116_Savona..SV.",47,0.0477661764578977,"R2"
"W39_PIAMH...Piankatank",47,0.930737056619695,"R2"
"X6_Area.C",47,0.151390439938002,"R2"
"W68_Port.Phillip.Bay.Kirk.Pt",47,0.075124256880395,"R2"
"X218_Mumford.Cove",47,0.026774935952331,"R2"
"X65_Patch.3...McCormacks.Beach",47,7.59700365481604e-06,"R2"
"X24_PLA",47,0.00059391030916272,"R2"
"X216_West.Ship.Island",47,0.0170227608821656,"R2"
"X36_State.Park",47,0.000721237408446952,"R2"
"X41_Pairs.1...2",47,0.00120014497107977,"R2"
"X216_East.Ship.Island",47,0.0150185613999926,"R2"
"X41_Pairs.3...4",47,0.00432696468491933,"R2"
"W40_Lewis.Bay",47,0.000301466307967632,"R2"
"W12_Urangan",47,0.0343425059223489,"R2"
"X307_Pointe.de.l.Arc",47,0.00322293321065451,"R2"
"X24_PAS",47,0.000317594892594086,"R2"
"X6_Area.A",47,0.00656086282426979,"R2"
"X12_LE5.4",47,0.00759792807613317,"R2"
"R1_Cosheston",47,0.000144059742316889,"R2"
"X114_Ria.Formosa.lagoon",47,0.000376518774952959,"R2"
"X12_EE3.3",47,6.3010418200366e-05,"R2"
"W12_Northern.Great.Sandy.Strait",47,0.0849331421886995,"R2"
"W10_Mondego.Estuary..South.Arm.",47,0.000199012240175866,"R2"
"X65_Patch.2...McCormacks.Beach",47,7.00338268153341e-09,"R2"
"W40_Boston.Harbor.North",47,3.76874219982493e-05,"R2"
"X242_Virginia.Coastal.Bays",47,0.000693325843406165,"R2"
"W12_Wanggoolba.Creek",47,8.54945399415129e-05,"R2"
"X65_Patch.1...McCormacks.Beach",47,7.09695885043956e-10,"R2"
"R1_Pwllcrochan.flats",47,1.4211145644312e-06,"R2"
"X307_Figuerolles",47,1.78886507017667e-06,"R2"
"X198_Mondego.Estuary",47,1.13631860424105e-07,"R2"
"W1_Southern.Delmarva.Coastal.Bays",47,9.84438924863397e-07,"R2"
"X187_Kaipara.Harbour...Oyster.Farm",47,1.90248920202359e-09,"R2"
"X114_Mondego.River",47,1.14828850470661e-07,"R2"
"W54_Caloosahatchee.River..Lower.Charlotte.Harbor",47,1.82351964931629e-06,"R2"
"X313_Lake.Nakaumi",47,1.22473084644973e-05,"R2"
"W39_JMSPH...James",47,3.79992056474467,"PR2"
"X114_Ludo.Baiao",47,0.001,"PR2"
"X241_Terschelling",47,0.771142656112409,"PR2"
"W31_Eel.Pond..Waquoit.Bay",47,0.47666660844235,"PR2"
"X12_LE5.3",47,0.00899974139835853,"PR2"
"W40_Buttermilk.and.Little.Buttermilk.Bays",47,1.274,"PR2"
"W40_Three.Bays",47,0.145,"PR2"
"W69_Portinho.da.Rabida",47,1,"PR2"
"X14_Nisqually.River.Delta",47,2.75750259235501,"PR2"
"X104_Cleveland.Bay",47,280.921919778976,"PR2"
"W40_Salem.Harbor",47,1.39566666666667,"PR2"
"X114_Portinho.da.Arrabida",47,0.333333226564552,"PR2"
"X114_Arade.River",47,0.06,"PR2"
"W40_Bass.River",47,0.195333333333333,"PR2"
"W40_Boston.Harbor.South",47,2.43533333333333,"PR2"
"W40_Wareham.River.Marks.Cove",47,0.146333333333333,"PR2"
"W59_Canal.de.Ovar",47,26.6666666666667,"PR2"
"X207_Waquoit.Bay",47,0.339949057988346,"PR2"
"W39_LYNPH...Lynnhaven",47,1.42948627125314,"PR2"
"X208_Cerbere.Banyuls",47,0.000527469259428414,"PR2"
"W39_Mumfort.Islands",47,8.06394180186908,"PR2"
"X265_Nakdong.River.Estuary",47,45.3333333333333,"PR2"
"X111_Bellarine.Bank",47,4.08849799308318,"PR2"
"X67_Albania",47,190.333333333333,"PR2"
"X307_Martigues",47,0.452942225387004,"PR2"
"X244_Klein.Oesterwal",47,0.000675134004282642,"PR2"
"X111_Blairgowrie",47,0.30053948895405,"PR2"
"W40_Little.Pond",47,0.198666666666667,"PR2"
"W40_Weweantic.River",47,0.687666666666667,"PR2"
"X12_CB7.3E",47,8.17199745179552,"PR2"
"W40_Marblehead.Harbor",47,0.340333333333333,"PR2"
"W40_Herring.River",47,0.113333333333333,"PR2"
"W7.356_Kungalv",47,26.4666666666667,"PR2"
"W39_CB8PH...Chesapeake.Bay",47,0.126734833002287,"PR2"
"X12_LE3.7",47,4.36290966789475,"PR2"
"X12_CB6.3",47,3.28922372278382,"PR2"
"W40_Beverly.Harbor.Danvers.River",47,0.137,"PR2"
"X114_Obidos.Lagoon",47,5,"PR2"
"X207_Wareham.Harbor",47,0.143277600199118,"PR2"
"X12_EE3.4",47,11.3703388101714,"PR2"
"X12_WE4.3",47,18.4693123555552,"PR2"
"X114_Mira.River",47,2.66666666666667,"PR2"
"X207_Hamblin.Jehu.Ponds.and.Great.and.Little.Rivers",47,0.939368016795815,"PR2"
"X41_North.control",47,0.0234349371027333,"PR2"
"X31_Swartkops",47,3.9068742857732,"PR2"
"W7.356_Uddevalla",47,12.8,"PR2"
"W40_Bournes.Pond",47,0.630333333333333,"PR2"
"X114_Ria.de.Aveiro",47,25.3153298749279,"PR2"
"W41_Mobile.Bay",47,36.8333333333333,"PR2"
"W40_Stage.Harbor.System",47,3.48633333333333,"PR2"
"X71_Cairns.Harbour",47,45.2356713289039,"PR2"
"X259_Kungalv",47,20.9880513041706,"PR2"
"X232_Arguin.Bank...Zostera.marina",47,0.3,"PR2"
"W40_Upper.Pleasant.Bay",47,4.02733333333333,"PR2"
"X307_Pointe.de.Berre",47,2.79825151331102,"PR2"
"X106_Labrador..inc.Pasir.Panjang.Beach.",47,0.06,"PR2"
"X232_Arcachon.Bay...Zostera.marina",47,12.3333333333333,"PR2"
"X12_WE4.4",47,13.5670597431989,"PR2"
"W40_Westport.River...East.and.West.Branch",47,9.10166666666667,"PR2"
"X106_Bajau",47,0.14,"PR2"
"X106_Pasir.Laba",47,0.236666666666667,"PR2"
"X106_Pulau.Samulun",47,0.09,"PR2"
"X106_Tanjung.Changi..Teluk.Paku..Beting.Kusah..Tanah.Merah.Besar",47,0.883333333333333,"PR2"
"T1_Watamu",47,27.5856508187635,"PR2"
"X188a_Hillsborough.Bay",47,1.70787708015311,"PR2"
"X140_Ems.Estuary",47,7.13321902524385,"PR2"
"X12_LE4.3",47,5.28098425206217,"PR2"
"X12_WE4.2",47,11.0271355688014,"PR2"
"W39_RPPMH...Rappahannock",47,3.95113788397435,"PR2"
"X207_Salem.Harbor",47,1.18732962463698,"PR2"
"X116_Pietra.Ligure..PL.",47,2.20804498575044,"PR2"
"W40_Ryders.Cove.Crow.Pond.Bassing.Harbor",47,1.97633333333333,"PR2"
"X41_South.control",47,0.0246767257981846,"PR2"
"W40_Hyannis.Harbor",47,2.27833333333333,"PR2"
"W68_Corner.Inlet...Lewis.Channel",47,6.47,"PR2"
"W7.356_Stromstad",47,6.33333333333333,"PR2"
"X207_Lagoon.Pond",47,1.6271706775022,"PR2"
"X114_Ria.de.Alvor",47,0.0500217170330814,"PR2"
"X12_CB7.1N",47,14.2436137198712,"PR2"
"X12_CB7.1S",47,5.93172575653425,"PR2"
"X244_Oesterwal",47,0.000209590502596173,"PR2"
"X12_WE4.1",47,29.4317971591136,"PR2"
"X152_Cap.Corse",47,432.1,"PR2"
"X242_Chincoteague.Bay",47,130.729256969019,"PR2"
"X224_Suwannee",47,32.7439060960362,"PR2"
"X259_Uddevalla",47,9.96259053764404,"PR2"
"W40_Duxbury.Plymout.h.Harbors",47,30.201,"PR2"
"W40_Morris.Island",47,2.28566666666667,"PR2"
"X106_Pulau.Ubin",47,0.93,"PR2"
"W40_Wild.Harbor",47,0.268666666666667,"PR2"
"W40_Lynn.Harbor",47,9.62333333333333,"PR2"
"X207_Weweantic.Harbor",47,0.431920717488502,"PR2"
"X74_Jangheung.Bay",47,11.1085711262167,"PR2"
"W57_Sandy.Cove",47,0.00862858850210355,"PR2"
"W57_Chaik.Bay",47,0.00121416909918659,"PR2"
"W57_Nakwasina",47,0.00668096845350376,"PR2"
"W34_Puget.Sound",47,242.633090801099,"PR2"
"W57_Funter.Bay",47,0.0904378897522144,"PR2"
"W57_Pirates.Cove",47,0.00243811340286884,"PR2"
"W57_Crab.Bay",47,0.0219042341620196,"PR2"
"W40_New.Bedford.Harbor.Outer..Cla.rks.Cove",47,1.81933333333333,"PR2"
"X89_Izembek.Lagon",47,203.46829810481,"PR2"
"X66_Yaquina.Estuary",47,2.19156654764893,"PR2"
"X264_Great.Bay.Estuary",47,33.3333333333333,"PR2"
"W40_Lower.Pleasant.Bay",47,17.102,"PR2"
"X67_Spain",47,7408.46666666667,"PR2"
"X111_St.Leonards",47,0.0809244578496169,"PR2"
"X178_Adelaide.Metropolitan.Coast",47,634.666666666667,"PR2"
"W7.356_Stenungsund",47,9.66666666666667,"PR2"
"W40_West.Falmouth.Harbor",47,0.730666666666667,"PR2"
"X201_Tokyo.Bay",47,2.3878408294293,"PR2"
"X106_Pulau.Tekong",47,4.31,"PR2"
"W63_Bahia.San.Quintin",47,79.6666666666667,"PR2"
"W54_Estero.Bay",47,33.6,"PR2"
"W39_YRKPH...York",47,4.36150054258425,"PR2"
"W39_Jenkins.Neck",47,5.22546271299538,"PR2"
"W39_Fleets.Bay",47,10.0494457628717,"PR2"
"X12_EE3.2",47,26.9235832726237,"PR2"
"X207_Gloucester.Harbor",47,0.139584225922588,"PR2"
"X242_Chesapeake.Bay",47,140.889138658535,"PR2"
"W39_CB6PH...Chesapeake.Bay",47,7.31217955743407,"PR2"
"X207_Cape.Pogue..Pocha.and.Caleb.Ponds",47,1.0498037672332,"PR2"
"X149_Mobjack.Bay",47,48.1848444542285,"PR2"
"X207_Stage.Harbor.System",47,1.18064480626909,"PR2"
"X207_Wild.Harbor",47,0.064033798341775,"PR2"
"X207_Inner.Sippican.Harbor",47,0.785175408071822,"PR2"
"X207_Menemsha",47,1.00001349476212,"PR2"
"X207_Lynn.Harbor",47,1.37237651141716,"PR2"
"X207_Scituate.Harbor",47,0.0224986309021076,"PR2"
"X207_Cohasset.Harbor",47,0.237011614553487,"PR2"
"W39_TANMH...Tangier",47,70.4213634257096,"PR2"
"X207_Lower.Pleasant.Bay",47,2.43932616975939,"PR2"
"X207_New.Bedford.Outer.Harbor",47,0.258044708983921,"PR2"
"X207_Morris.Island",47,0.352444159340671,"PR2"
"W39_MOBPH...Mobjack",47,38.7628761654712,"PR2"
"X207_West.Falmouth",47,0.10514826712759,"PR2"
"X12_CB7.2E",47,2.42849441454489,"PR2"
"X207_Duxbury.Plymouth.Harbor",47,5.06346263640021,"PR2"
"X12_CB7.1",47,6.18879043932813,"PR2"
"X207_East.West.Branch.Westport.River",47,2.25228112167998,"PR2"
"X207_Pocasset.Harbor",47,0.0973716023962237,"PR2"
"X12_EE3.5",47,15.7424513492298,"PR2"
"W39_Vaucluse.Shores",47,4.08383278508162,"PR2"
"X207_Boston.Harbor",47,1.24913095223683,"PR2"
"W4.350_Maquoit.Bay",47,4.24939973597288,"PR2"
"X207_Upper.Pleasant.Bay",47,1.28703728933518,"PR2"
"X207_Madaket.Harbor",47,1.27588959125206,"PR2"
"X207_West.Cape.Cod.Canal",47,1.71082203861492,"PR2"
"W39_CB7PH...Chesapeake.Bay",47,43.5589200704978,"PR2"
"X207_Ryders.Cove.Crow.Pond.Bassing.Harbor",47,0.409320907316767,"PR2"
"X207_Quissett",47,0.135191655399274,"PR2"
"W39_East.River",47,8.74273244402564,"PR2"
"W39_POCMH...Pocomoke",47,8.58479600218608,"PR2"
"X207_Lake.Tashmoo",47,0.589329084074016,"PR2"
"X101_Maroom",47,14.4333641739171,"PR2"
"X83_Northern.Deception.Bay",47,1.87479149918641,"PR2"
"X187_Kaipara.Harbour...Control.3",47,0.0031068902665852,"PR2"
"X158_Wanga.Wallen",47,3.16584257733117,"PR2"
"X187_Kaipara.Harbour...Control.2",47,0.00813127892275129,"PR2"
"X187_Kaipara.Harbour...Control.4",47,0.00272910411938463,"PR2"
"X244_Centre.Bank",47,0.000339498709402784,"PR2"
"X37_All.Lake.Macquarie",47,34.5835098770665,"PR2"
