"site","years","rest_ha_yr","scenario"
"X196_Troia.Peninsula...Sado.Estuary",47,0.00330747867102284,"R"
"X286_Chausey.Archipelago",47,6.53026376426437,"R"
"X320_North.Haven",47,0.000242159676192746,"R"
"X233_Bourgneuf.Bay",47,2.79491833053802,"R"
"R1_Hobbs.point",47,0.0186771137399205,"R"
"R1_Sprinkle.Pill",47,0.00619522512256085,"R"
"W1_Chincoteague.Bay",47,13.8414612324411,"R"
"X142_Elkhorn.Slough",47,0.0394294598011494,"R"
"X116_Noli...Spotorno..NS.",47,0.245335129917605,"R"
"X306_Maryland.Coastal.Bays",47,9.96485686330007,"R"
"X216_Horn.Island",47,0.431430114713725,"R"
"X284_Yaquina.Estuary",47,1.51608111406937,"R"
"X125_Gulf.of.Oristano...Area.3",47,190.195969103039,"R"
"X216_Cat.Island",47,0.284621076680352,"R"
"X101_Moreton",47,9.0299600177564,"R"
"W35.321_Melbourne.Palm.Bay..MP.",47,0.386715911477844,"R"
"X62_Punang.Sari.estuary..Lawas.",47,1.47740744019056,"R"
"X116_Albissola.Marina...Celle.Ligure..AC.",47,0.208097455578884,"R"
"X187_Kaipara.Harbour...Control.1",47,0.0012174612788106,"R"
"X96_Lagoon",47,0.0365846697311707,"R"
"W35.321_South.Vero..SV.",47,0.624191371034825,"R"
"W1_Sinepuxent.Bay",47,0.743921895039241,"R"
"X187_Kaipara.Harbour...Control.5",47,0.000539858881054319,"R"
"X12_LE5.5.W",47,0.174460336778324,"R"
"X12_ET9.1",47,0.49857812360392,"R"
"X6_Area.B",47,0.0653416393132782,"R"
"R1_Carew",47,0.0149282278562196,"R"
"X114_Ponta.do.Adoche",47,0.00325851759801275,"R"
"X199_Church.Bay",47,0.562470153610336,"R"
"W39_BIGMH...Big.Annenessex",47,0.124026773616744,"R"
"R1_Angle",47,0.0839918974148319,"R"
"X116_Savona..SV.",47,0.0265367646988321,"R"
"W39_PIAMH...Piankatank",47,0.517076142566497,"R"
"X6_Area.C",47,0.0841057999655564,"R"
"W68_Port.Phillip.Bay.Kirk.Pt",47,0.0417356982668861,"R"
"X218_Mumford.Cove",47,0.0148749644179616,"R"
"X65_Patch.3...McCormacks.Beach",47,4.22055758600891e-06,"R"
"X24_PLA",47,0.000329950171757067,"R"
"X216_West.Ship.Island",47,0.00945708937898091,"R"
"X36_State.Park",47,0.000400687449137195,"R"
"X41_Pairs.1...2",47,0.00066674720615543,"R"
"X216_East.Ship.Island",47,0.00834364522221813,"R"
"X41_Pairs.3...4",47,0.00240386926939962,"R"
"W40_Lewis.Bay",47,0.00016748128220424,"R"
"W12_Urangan",47,0.0190791699568605,"R"
"X307_Pointe.de.l.Arc",47,0.00179051845036362,"R"
"X24_PAS",47,0.000176441606996715,"R"
"X6_Area.A",47,0.00364492379126099,"R"
"X12_LE5.4",47,0.00422107115340732,"R"
"R1_Cosheston",47,8.00331901760494e-05,"R"
"X114_Ria.Formosa.lagoon",47,0.000209177097196089,"R"
"X12_EE3.3",47,3.50057878890922e-05,"R"
"W12_Northern.Great.Sandy.Strait",47,0.0471850789937219,"R"
"W10_Mondego.Estuary..South.Arm.",47,0.000110562355653259,"R"
"X65_Patch.2...McCormacks.Beach",47,3.89076815640745e-09,"R"
"W40_Boston.Harbor.North",47,2.0937456665694e-05,"R"
"X242_Virginia.Coastal.Bays",47,0.000385181024114536,"R"
"W12_Wanggoolba.Creek",47,4.74969666341738e-05,"R"
"X65_Patch.1...McCormacks.Beach",47,3.94275491691086e-10,"R"
"R1_Pwllcrochan.flats",47,7.89508091350667e-07,"R"
"X307_Figuerolles",47,9.93813927875927e-07,"R"
"X198_Mondego.Estuary",47,6.31288113467249e-08,"R"
"W1_Southern.Delmarva.Coastal.Bays",47,5.46910513812998e-07,"R"
"X187_Kaipara.Harbour...Oyster.Farm",47,1.05693844556866e-09,"R"
"X114_Mondego.River",47,6.37938058170337e-08,"R"
"W54_Caloosahatchee.River..Lower.Charlotte.Harbor",47,1.01306647184238e-06,"R"
"X313_Lake.Nakaumi",47,6.80406025805407e-06,"R"
"W39_JMSPH...James",47,2.1110669804137,"PR"
"X114_Ludo.Baiao",47,0.000555555555555556,"PR"
"X241_Terschelling",47,0.428412586729116,"PR"
"W31_Eel.Pond..Waquoit.Bay",47,0.264814782467972,"PR"
"X12_LE5.3",47,0.0049998563324214,"PR"
"W40_Buttermilk.and.Little.Buttermilk.Bays",47,0.707777777777778,"PR"
"W40_Three.Bays",47,0.0805555555555555,"PR"
"W69_Portinho.da.Rabida",47,0.555555555555556,"PR"
"X14_Nisqually.River.Delta",47,1.53194588464167,"PR"
"X104_Cleveland.Bay",47,156.067733210542,"PR"
"W40_Salem.Harbor",47,0.77537037037037,"PR"
"X114_Portinho.da.Arrabida",47,0.185185125869195,"PR"
"X114_Arade.River",47,0.0333333333333333,"PR"
"W40_Bass.River",47,0.108518518518519,"PR"
"W40_Boston.Harbor.South",47,1.35296296296296,"PR"
"W40_Wareham.River.Marks.Cove",47,0.0812962962962963,"PR"
"W59_Canal.de.Ovar",47,14.8148148148148,"PR"
"X207_Waquoit.Bay",47,0.188860587771303,"PR"
"W39_LYNPH...Lynnhaven",47,0.794159039585078,"PR"
"X208_Cerbere.Banyuls",47,0.00029303847746023,"PR"
"W39_Mumfort.Islands",47,4.47996766770504,"PR"
"X265_Nakdong.River.Estuary",47,25.1851851851852,"PR"
"X111_Bellarine.Bank",47,2.2713877739351,"PR"
"X67_Albania",47,105.740740740741,"PR"
"X307_Martigues",47,0.251634569659447,"PR"
"X244_Klein.Oesterwal",47,0.00037507444682369,"PR"
"X111_Blairgowrie",47,0.16696638275225,"PR"
"W40_Little.Pond",47,0.11037037037037,"PR"
"W40_Weweantic.River",47,0.382037037037037,"PR"
"X12_CB7.3E",47,4.53999858433085,"PR"
"W40_Marblehead.Harbor",47,0.189074074074074,"PR"
"W40_Herring.River",47,0.062962962962963,"PR"
"W7.356_Kungalv",47,14.7037037037037,"PR"
"W39_CB8PH...Chesapeake.Bay",47,0.0704082405568262,"PR"
"X12_LE3.7",47,2.42383870438597,"PR"
"X12_CB6.3",47,1.82734651265768,"PR"
"W40_Beverly.Harbor.Danvers.River",47,0.0761111111111111,"PR"
"X114_Obidos.Lagoon",47,2.77777777777778,"PR"
"X207_Wareham.Harbor",47,0.079598666777288,"PR"
"X12_EE3.4",47,6.31685489453966,"PR"
"X12_WE4.3",47,10.2607290864196,"PR"
"X114_Mira.River",47,1.48148148148148,"PR"
"X207_Hamblin.Jehu.Ponds.and.Great.and.Little.Rivers",47,0.521871120442119,"PR"
"X41_North.control",47,0.0130194095015185,"PR"
"X31_Swartkops",47,2.17048571431845,"PR"
"W7.356_Uddevalla",47,7.11111111111111,"PR"
"W40_Bournes.Pond",47,0.350185185185185,"PR"
"X114_Ria.de.Aveiro",47,14.0640721527377,"PR"
"W41_Mobile.Bay",47,20.462962962963,"PR"
"W40_Stage.Harbor.System",47,1.93685185185185,"PR"
"X71_Cairns.Harbour",47,25.1309285160577,"PR"
"X259_Kungalv",47,11.660028502317,"PR"
"X232_Arguin.Bank...Zostera.marina",47,0.166666666666667,"PR"
"W40_Upper.Pleasant.Bay",47,2.23740740740741,"PR"
"X307_Pointe.de.Berre",47,1.55458417406168,"PR"
"X106_Labrador..inc.Pasir.Panjang.Beach.",47,0.0333333333333333,"PR"
"X232_Arcachon.Bay...Zostera.marina",47,6.85185185185185,"PR"
"X12_WE4.4",47,7.53725541288825,"PR"
"W40_Westport.River...East.and.West.Branch",47,5.05648148148148,"PR"
"X106_Bajau",47,0.0777777777777778,"PR"
"X106_Pasir.Laba",47,0.131481481481481,"PR"
"X106_Pulau.Samulun",47,0.05,"PR"
"X106_Tanjung.Changi..Teluk.Paku..Beting.Kusah..Tanah.Merah.Besar",47,0.490740740740741,"PR"
"T1_Watamu",47,15.3253615659797,"PR"
"X188a_Hillsborough.Bay",47,0.948820600085059,"PR"
"X140_Ems.Estuary",47,3.9628994584688,"PR"
"X12_LE4.3",47,2.93388014003454,"PR"
"X12_WE4.2",47,6.12618642711188,"PR"
"W39_RPPMH...Rappahannock",47,2.19507660220797,"PR"
"X207_Salem.Harbor",47,0.659627569242767,"PR"
"X116_Pietra.Ligure..PL.",47,1.22669165875025,"PR"
"W40_Ryders.Cove.Crow.Pond.Bassing.Harbor",47,1.09796296296296,"PR"
"X41_South.control",47,0.0137092921101026,"PR"
"W40_Hyannis.Harbor",47,1.26574074074074,"PR"
"W68_Corner.Inlet...Lewis.Channel",47,3.59444444444444,"PR"
"W7.356_Stromstad",47,3.51851851851852,"PR"
"X207_Lagoon.Pond",47,0.903983709723446,"PR"
"X114_Ria.de.Alvor",47,0.0277898427961563,"PR"
"X12_CB7.1N",47,7.91311873326177,"PR"
"X12_CB7.1S",47,3.29540319807459,"PR"
"X244_Oesterwal",47,0.000116439168108985,"PR"
"X12_WE4.1",47,16.3509984217298,"PR"
"X152_Cap.Corse",47,240.055555555556,"PR"
"X242_Chincoteague.Bay",47,72.6273649827881,"PR"
"X224_Suwannee",47,18.1910589422423,"PR"
"X259_Uddevalla",47,5.53477252091335,"PR"
"W40_Duxbury.Plymout.h.Harbors",47,16.7783333333333,"PR"
"W40_Morris.Island",47,1.26981481481481,"PR"
"X106_Pulau.Ubin",47,0.516666666666667,"PR"
"W40_Wild.Harbor",47,0.149259259259259,"PR"
"W40_Lynn.Harbor",47,5.3462962962963,"PR"
"X207_Weweantic.Harbor",47,0.239955954160279,"PR"
"X74_Jangheung.Bay",47,6.17142840345374,"PR"
"W57_Sandy.Cove",47,0.00479366027894641,"PR"
"W57_Chaik.Bay",47,0.000674538388436992,"PR"
"W57_Nakwasina",47,0.00371164914083542,"PR"
"W34_Puget.Sound",47,134.796161556166,"PR"
"W57_Funter.Bay",47,0.0502432720845635,"PR"
"W57_Pirates.Cove",47,0.00135450744603824,"PR"
"W57_Crab.Bay",47,0.0121690189788998,"PR"
"W40_New.Bedford.Harbor.Outer..Cla.rks.Cove",47,1.01074074074074,"PR"
"X89_Izembek.Lagon",47,113.037943391561,"PR"
"X66_Yaquina.Estuary",47,1.21753697091607,"PR"
"X264_Great.Bay.Estuary",47,18.5185185185185,"PR"
"W40_Lower.Pleasant.Bay",47,9.50111111111111,"PR"
"X67_Spain",47,4115.81481481481,"PR"
"X111_St.Leonards",47,0.0449580321386761,"PR"
"X178_Adelaide.Metropolitan.Coast",47,352.592592592593,"PR"
"W7.356_Stenungsund",47,5.37037037037037,"PR"
"W40_West.Falmouth.Harbor",47,0.405925925925926,"PR"
"X201_Tokyo.Bay",47,1.32657823857184,"PR"
"X106_Pulau.Tekong",47,2.39444444444444,"PR"
"W63_Bahia.San.Quintin",47,44.2592592592593,"PR"
"W54_Estero.Bay",47,18.6666666666667,"PR"
"W39_YRKPH...York",47,2.42305585699125,"PR"
"W39_Jenkins.Neck",47,2.90303484055299,"PR"
"W39_Fleets.Bay",47,5.58302542381759,"PR"
"X12_EE3.2",47,14.9575462625687,"PR"
"X207_Gloucester.Harbor",47,0.0775467921792157,"PR"
"X242_Chesapeake.Bay",47,78.2717436991859,"PR"
"W39_CB6PH...Chesapeake.Bay",47,4.06232197635226,"PR"
"X207_Cape.Pogue..Pocha.and.Caleb.Ponds",47,0.583224315129555,"PR"
"X149_Mobjack.Bay",47,26.7693580301269,"PR"
"X207_Stage.Harbor.System",47,0.655913781260603,"PR"
"X207_Wild.Harbor",47,0.0355743324120972,"PR"
"X207_Inner.Sippican.Harbor",47,0.436208560039901,"PR"
"X207_Menemsha",47,0.555563052645624,"PR"
"X207_Lynn.Harbor",47,0.762431395231756,"PR"
"X207_Scituate.Harbor",47,0.0124992393900598,"PR"
"X207_Cohasset.Harbor",47,0.131673119196382,"PR"
"W39_TANMH...Tangier",47,39.1229796809498,"PR"
"X207_Lower.Pleasant.Bay",47,1.35518120542188,"PR"
"X207_New.Bedford.Outer.Harbor",47,0.143358171657734,"PR"
"X207_Morris.Island",47,0.195802310744817,"PR"
"W39_MOBPH...Mobjack",47,21.5349312030396,"PR"
"X207_West.Falmouth",47,0.0584157039597722,"PR"
"X12_CB7.2E",47,1.34916356363605,"PR"
"X207_Duxbury.Plymouth.Harbor",47,2.81303479800012,"PR"
"X12_CB7.1",47,3.43821691073785,"PR"
"X207_East.West.Branch.Westport.River",47,1.25126728982221,"PR"
"X207_Pocasset.Harbor",47,0.0540953346645687,"PR"
"X12_EE3.5",47,8.74580630512768,"PR"
"W39_Vaucluse.Shores",47,2.26879599171201,"PR"
"X207_Boston.Harbor",47,0.693961640131572,"PR"
"W4.350_Maquoit.Bay",47,2.36077763109604,"PR"
"X207_Upper.Pleasant.Bay",47,0.715020716297323,"PR"
"X207_Madaket.Harbor",47,0.70882755069559,"PR"
"X207_West.Cape.Cod.Canal",47,0.950456688119399,"PR"
"W39_CB7PH...Chesapeake.Bay",47,24.1994000391654,"PR"
"X207_Ryders.Cove.Crow.Pond.Bassing.Harbor",47,0.22740050406487,"PR"
"X207_Quissett",47,0.0751064752218187,"PR"
"W39_East.River",47,4.85707358001425,"PR"
"W39_POCMH...Pocomoke",47,4.7693311123256,"PR"
"X207_Lake.Tashmoo",47,0.327405046707787,"PR"
"X101_Maroom",47,8.01853565217617,"PR"
"X83_Northern.Deception.Bay",47,1.04155083288134,"PR"
"X187_Kaipara.Harbour...Control.3",47,0.00172605014810289,"PR"
"X158_Wanga.Wallen",47,1.75880143185065,"PR"
"X187_Kaipara.Harbour...Control.2",47,0.00451737717930627,"PR"
"X187_Kaipara.Harbour...Control.4",47,0.00151616895521369,"PR"
"X244_Centre.Bank",47,0.000188610394112658,"PR"
"X37_All.Lake.Macquarie",47,19.2130610428147,"PR"
"X101_Eastern.Banks",47,32.219036150629,"PR"
"X158_Eastern.Banks",47,22.0912576141798,"PR"
"W27_Esperance.Bay",47,2.90182782708264,"PR"
"X158_Moreton.Banks",47,7.94533912087161,"PR"
"W26.346_Wallis.Lake",47,6.61896205281425,"PR"
"X244_Bottelary",47,0.185298454064329,"PR"
"W28_Warnbro.Sound",47,1.12712069475145,"PR"
"X101_Amity",47,4.69321565407647,"PR"
"X101_Wanga.Wallen",47,1.05239765263683,"PR"
"X101_Chain",47,4.5201883413287,"PR"
"X12_CB8.1",47,0.0429997895244268,"PR"
"X151_Southern.study.area",47,1.43803141583089,"PR"
"X37_Tuggerah.Lakes",47,35.3888888888889,"PR"
"X207_Hadley.Harbor",47,0.415740740740741,"PR"
"W39_CB5MH...Chesapeake.Bay",47,7.71834091586503,"PR"
"X8_Roviana.Lagoon",47,0.659235721167203,"PR"
"X127_Phu.Quoc.Island",47,31.1330237059094,"PR"
"T1_Vanga",47,5.85296282414686,"PR"
"X62_Paka..Terengganu..lagoon",47,0.27463556385586,"PR"
"X217_Alligator.Bank..Karumba",47,6.37909975575921,"PR"
"X62_Pengkalan.Nangka..Kelantan..lagoon",47,0.227567514632579,"PR"
"T1_Gazi",47,1.36269346792682,"PR"
"X363_Leyte...Samar",47,3.65846988894346,"PR"
"X24_MNS",47,0.00250305100939215,"PR"
"X47_Straits.of.Johor",47,23.2603446200602,"PR"
"X38_Cam.Ranh.Bay",47,0.540484541270874,"PR"
"T1_Faza",47,35.5938683546954,"PR"
"W54_Peace.River..Upper.Charlotte.Harbor",47,4.3935218915533,"PR"
"W7.356_Lysekil",47,3.09259259259259,"PR"
"X184_Cam.Ranh.Bay...Thuy.Trieu.Lagoon",47,6.29638197415428,"PR"
"X174_Ba.Province",47,0.392750213997404,"PR"
"W68_Corner.Inlet...Duck.Point",47,2.51851851851852,"PR"
"X221_Devipattinam",47,2.36353230969415,"PR"
"X221_Munaikkadu",47,0.0650265627326162,"PR"
"X96_Reef.Flat",47,0.0525689208337404,"PR"
"X230_Baraulu.Village",47,0.0003911508602613,"PR"
"W42.340_Outside.Cartagena.Bay",47,2.41205019691883,"PR"
"X106_Pulau.Sekudu",47,0.0703703703703704,"PR"
"X106_Tanjung.Raya",47,0.312962962962963,"PR"
"X232_Arguin.Bank...Zostera.noltii",47,0.0925925925925926,"PR"
"X65_Patch.4...McCormacks.Beach",47,3.42592592592593e-06,"PR"
"X106_Tanjung.Pandan..Cyrene.Reef.",47,0.410187959533416,"PR"
"W68_Western.Port.Scrub.Point",47,1.98355930114428,"PR"
"W68_Corner.Inlet..Granite.Island",47,4.32939046534638,"PR"
"W68_Western.Port.Rhyll",47,0.287282919901478,"PR"
"X323_Central.Area",47,40.6857351389594,"PR"
"X112_Barnegat.Bay...Little.Egg.Harbor",47,88.7783480055577,"PR"
"W40_Cohasset.Harbor",47,0.78080629850141,"PR"
"X259_Stromstad",47,0.8188351862815,"PR"
"X288a_Cartagena.Bay",47,13.3528850334066,"PR"
"W42.340_Inside.Cartagena.Bay",47,11.3772382194291,"PR"
"W2_Sarasota.Bay",47,9.84018044897423,"PR"
"W54_San.Carlos.Bay..Lower.Charlotte.Harbor",47,7.26659444394174,"PR"
"W2_Upper.Charlotte.Harbor",47,0,"PR"
"W54_Pine.Island.Sound..Lower.Charlotte.Harbor",47,0,"PR"
"W54_Matlacha.Pass..Lower.Charlotte.Harbor",47,3.18303601705808,"PR"
"W54_Placida..Upper.Charlotte.Harbor",47,2.36203081415502,"PR"
"W54_South.Harbor..Upper.Charlotte.Harbor",47,0,"PR"
"W66_Turnbull.Creek",47,0.965658400791004,"PR"
"W54_Myakka.River..Upper.Charlotte.Harbor",47,0.513720176745315,"PR"
"W54_West.Wall..Upper.Charlotte.Harbor",47,1.2153423487044,"PR"
"W54_East.Wall..Upper.Charlotte.Harbor",47,0.17251641241063,"PR"
"W54_Middle.Harbor..Upper.Charlotte.Harbor",47,0.193304080933539,"PR"
"W54_Lemon.Bay",47,0,"PR"
"X328_Tampa.Bay",47,77.8477223451059,"PR"
"X260_Terminal.Flats",47,0.0725934874352711,"PR"
"X327_Vieques",47,0.258417001629387,"PR"
"W35.321_North.Vero..NV.",47,2.37550112244085,"PR"
"X224_Steinhatchee.South",47,0,"PR"
"W2_Tampa.Bay",47,290.063658801277,"PR"
"X224_Steinhatchee.North",47,0,"PR"
"X224_Keaton.Beach",47,0,"PR"
"X224_Fenholloway",47,0,"PR"
"X224_Horeshoe.Beach.West",47,0,"PR"
"X224_St.Marks.East",47,3.9917263870169,"PR"
"X224_St.Marks.West",47,1.94430934606353,"PR"
"X23_Estero.Bay",47,2.33687952503773,"PR"
"X224_Econfina",47,0,"PR"
"X224_Aucilla",47,0,"PR"
"X224_Horeshoe.Beach.East",47,7.77452612551558,"PR"
"X216_Petit.Bols.Island",47,0.602505706562058,"PR"
"X232_Arcachon.Bay...Zostera.noltii",47,13.3381439742136,"PR"
"X205_Bahia.de.la.Ascension",47,0,"PR"
"W58.31_All.Kromme",47,0.0894458077076455,"PR"
"X11_Tampa.Bay",47,72.3693943581329,"PR"
"X87_Tampa.Bay",47,70.8766376553366,"PR"
"X36_Kees.Bayou",47,0.00230894436035881,"PR"
"X312_Southern.Sector",47,0,"PR"
"W49_Medes.Islands",47,0,"PR"
"X312_Central.Sector",47,0.0928018322867384,"PR"
"X312_Northern.Sector",47,1.1063752033556,"PR"
"W9.348_Vaccares.Lagoon",47,33.3273603667817,"PR"
"X323_Western.Area",47,4.70335906056433,"PR"
"X323_Eastern.Area",47,13.8778555901975,"PR"
"X12_LE3.6",47,0.185898757021821,"PR"
"X116_Laigueglia..LA.",47,2.58469074338316,"PR"
"X116_Santo.Stefano.al.Mare..SS.",47,2.15594946748864,"PR"
"X116_Sanremo..SR.",47,0,"PR"
"X116_Arenzano..AR.",47,0.484533480808971,"PR"
"X116_Ventimiglia..VM.",47,0.88783267048382,"PR"
"X116_Isola.Gallinara..GA.",47,1.21402213624927,"PR"
"X116_Vado.Ligure..VA.",47,0.285346780421206,"PR"
"X116_Albenga...Loano..AL.",47,0,"PR"
"X116_Isola.di.Bergeggi..BE.",47,0.34213597050166,"PR"
"X116_Porto.Maurizio..PM.",47,0.232083967174618,"PR"
"X152_Gulf.of.St.Florent",47,0.116183195434097,"PR"
"X116_Diano.Marina..DM.",47,0,"PR"
"X125_Gulf.of.Oristano...Area.2",47,28.7679769115278,"PR"
"X125_Gulf.of.Oristano...Area.1",47,12.0870775950074,"PR"
"X12_CB5.4W",47,0.466763241597438,"PR"
"X151_Gold.Coast.Broadwater",47,15.0121288934509,"PR"
"X114_Costa.de.Gale",47,0.00156308912194585,"PR"
"R1_Pembroke.river",47,0.102395659790749,"PR"
"X290_Nothfrisian.Wadden.Sea",47,57.7630492400603,"PR"
"X6_Area.D",47,0.0439276889540419,"PR"
"R1_Garron.pill",47,0.00885262084300545,"PR"
"X164_Jade.Bay",47,6.21077696645516,"PR"
"X259_Stenungsund",47,0,"PR"
"X259_Lysekil",47,0.0731797928768513,"PR"
"X143_Northfrisian.Wadden.Sea",47,22.2473172330927,"PR"
"X196_Troia.Peninsula...Sado.Estuary",47,0.00330747867102284,"PR"
"X286_Chausey.Archipelago",47,6.53026376426437,"PR"
"X320_North.Haven",47,0.000242159676192746,"PR"
"X233_Bourgneuf.Bay",47,2.79491833053802,"PR"
"R1_Hobbs.point",47,0.0186771137399205,"PR"
"R1_Sprinkle.Pill",47,0.00619522512256085,"PR"
"W1_Chincoteague.Bay",47,13.8414612324411,"PR"
"X142_Elkhorn.Slough",47,0.0394294598011494,"PR"
"X116_Noli...Spotorno..NS.",47,0.245335129917605,"PR"
"X306_Maryland.Coastal.Bays",47,9.96485686330007,"PR"
"X216_Horn.Island",47,0.431430114713725,"PR"
"X284_Yaquina.Estuary",47,1.51608111406937,"PR"
"X125_Gulf.of.Oristano...Area.3",47,190.195969103039,"PR"
"X216_Cat.Island",47,0.284621076680352,"PR"
"X101_Moreton",47,9.0299600177564,"PR"
"W35.321_Melbourne.Palm.Bay..MP.",47,0.386715911477844,"PR"
"X62_Punang.Sari.estuary..Lawas.",47,1.47740744019056,"PR"
"X116_Albissola.Marina...Celle.Ligure..AC.",47,0.208097455578884,"PR"
"X187_Kaipara.Harbour...Control.1",47,0.0012174612788106,"PR"
"X96_Lagoon",47,0.0365846697311707,"PR"
"W35.321_South.Vero..SV.",47,0.624191371034825,"PR"
"W1_Sinepuxent.Bay",47,0.743921895039241,"PR"
"X187_Kaipara.Harbour...Control.5",47,0.000539858881054319,"PR"
"X12_LE5.5.W",47,0.174460336778324,"PR"
"X12_ET9.1",47,0.49857812360392,"PR"
"X6_Area.B",47,0.0653416393132782,"PR"
"R1_Carew",47,0.0149282278562196,"PR"
"X114_Ponta.do.Adoche",47,0.00325851759801275,"PR"
"X199_Church.Bay",47,0.562470153610336,"PR"
"W39_BIGMH...Big.Annenessex",47,0.124026773616744,"PR"
"R1_Angle",47,0.0839918974148319,"PR"
"X116_Savona..SV.",47,0.0265367646988321,"PR"
"W39_PIAMH...Piankatank",47,0.517076142566497,"PR"
"X6_Area.C",47,0.0841057999655564,"PR"
"W68_Port.Phillip.Bay.Kirk.Pt",47,0.0417356982668861,"PR"
"X218_Mumford.Cove",47,0.0148749644179616,"PR"
"X65_Patch.3...McCormacks.Beach",47,4.22055758600891e-06,"PR"
"X24_PLA",47,0.000329950171757067,"PR"
"X216_West.Ship.Island",47,0.00945708937898091,"PR"
"X36_State.Park",47,0.000400687449137195,"PR"
"X41_Pairs.1...2",47,0.00066674720615543,"PR"
"X216_East.Ship.Island",47,0.00834364522221813,"PR"
"X41_Pairs.3...4",47,0.00240386926939962,"PR"
"W40_Lewis.Bay",47,0.00016748128220424,"PR"
"W12_Urangan",47,0.0190791699568605,"PR"
"X307_Pointe.de.l.Arc",47,0.00179051845036362,"PR"
"X24_PAS",47,0.000176441606996715,"PR"
"X6_Area.A",47,0.00364492379126099,"PR"
"X12_LE5.4",47,0.00422107115340732,"PR"
"R1_Cosheston",47,8.00331901760494e-05,"PR"
"X114_Ria.Formosa.lagoon",47,0.000209177097196089,"PR"
"X12_EE3.3",47,3.50057878890922e-05,"PR"
"W12_Northern.Great.Sandy.Strait",47,0.0471850789937219,"PR"
"W10_Mondego.Estuary..South.Arm.",47,0.000110562355653259,"PR"
"X65_Patch.2...McCormacks.Beach",47,3.89076815640745e-09,"PR"
"W40_Boston.Harbor.North",47,2.0937456665694e-05,"PR"
"X242_Virginia.Coastal.Bays",47,0.000385181024114536,"PR"
"W12_Wanggoolba.Creek",47,4.74969666341738e-05,"PR"
"X65_Patch.1...McCormacks.Beach",47,3.94275491691086e-10,"PR"
"R1_Pwllcrochan.flats",47,7.89508091350667e-07,"PR"
"X307_Figuerolles",47,9.93813927875927e-07,"PR"
"X198_Mondego.Estuary",47,6.31288113467249e-08,"PR"
"W1_Southern.Delmarva.Coastal.Bays",47,5.46910513812998e-07,"PR"
"X187_Kaipara.Harbour...Oyster.Farm",47,1.05693844556866e-09,"PR"
"X114_Mondego.River",47,6.37938058170337e-08,"PR"
"W54_Caloosahatchee.River..Lower.Charlotte.Harbor",47,1.01306647184238e-06,"PR"
"X313_Lake.Nakaumi",47,6.80406025805407e-06,"PR"
"W39_JMSPH...James",47,3.79992056474467,"R2"
"X114_Ludo.Baiao",47,0.001,"R2"
"X241_Terschelling",47,0.771142656112409,"R2"
"W31_Eel.Pond..Waquoit.Bay",47,0.47666660844235,"R2"
"X12_LE5.3",47,0.00899974139835853,"R2"
"W40_Buttermilk.and.Little.Buttermilk.Bays",47,1.274,"R2"
"W40_Three.Bays",47,0.145,"R2"
"W69_Portinho.da.Rabida",47,1,"R2"
"X14_Nisqually.River.Delta",47,2.75750259235501,"R2"
"X104_Cleveland.Bay",47,280.921919778976,"R2"
"W40_Salem.Harbor",47,1.39566666666667,"R2"
"X114_Portinho.da.Arrabida",47,0.333333226564552,"R2"
"X114_Arade.River",47,0.06,"R2"
"W40_Bass.River",47,0.195333333333333,"R2"
"W40_Boston.Harbor.South",47,2.43533333333333,"R2"
"W40_Wareham.River.Marks.Cove",47,0.146333333333333,"R2"
"W59_Canal.de.Ovar",47,26.6666666666667,"R2"
"X207_Waquoit.Bay",47,0.339949057988346,"R2"
"W39_LYNPH...Lynnhaven",47,1.42948627125314,"R2"
"X208_Cerbere.Banyuls",47,0.000527469259428414,"R2"
"W39_Mumfort.Islands",47,8.06394180186908,"R2"
"X265_Nakdong.River.Estuary",47,45.3333333333333,"R2"
"X111_Bellarine.Bank",47,4.08849799308318,"R2"
"X67_Albania",47,190.333333333333,"R2"
"X307_Martigues",47,0.452942225387004,"R2"
"X244_Klein.Oesterwal",47,0.000675134004282642,"R2"
"X111_Blairgowrie",47,0.30053948895405,"R2"
"W40_Little.Pond",47,0.198666666666667,"R2"
"W40_Weweantic.River",47,0.687666666666667,"R2"
"X12_CB7.3E",47,8.17199745179552,"R2"
"W40_Marblehead.Harbor",47,0.340333333333333,"R2"
"W40_Herring.River",47,0.113333333333333,"R2"
"W7.356_Kungalv",47,26.4666666666667,"R2"
"W39_CB8PH...Chesapeake.Bay",47,0.126734833002287,"R2"
"X12_LE3.7",47,4.36290966789475,"R2"
"X12_CB6.3",47,3.28922372278382,"R2"
"W40_Beverly.Harbor.Danvers.River",47,0.137,"R2"
"X114_Obidos.Lagoon",47,5,"R2"
"X207_Wareham.Harbor",47,0.143277600199118,"R2"
"X12_EE3.4",47,11.3703388101714,"R2"
"X12_WE4.3",47,18.4693123555552,"R2"
"X114_Mira.River",47,2.66666666666667,"R2"
"X207_Hamblin.Jehu.Ponds.and.Great.and.Little.Rivers",47,0.939368016795815,"R2"
"X41_North.control",47,0.0234349371027333,"R2"
"X31_Swartkops",47,3.9068742857732,"R2"
"W7.356_Uddevalla",47,12.8,"R2"
"W40_Bournes.Pond",47,0.630333333333333,"R2"
"X114_Ria.de.Aveiro",47,25.3153298749279,"R2"
"W41_Mobile.Bay",47,36.8333333333333,"R2"
