"site","years","prot_ha_yr","scenario"
"W39_CB6PH...Chesapeake.Bay",5,314.122182690574,"PR2"
"X207_Cape.Pogue..Pocha.and.Caleb.Ponds",5,195.37708815723,"PR2"
"X149_Mobjack.Bay",5,3101.63408099222,"PR2"
"X207_Stage.Harbor.System",5,73.0854292840162,"PR2"
"X207_Wild.Harbor",5,6.47954109396221,"PR2"
"X207_Inner.Sippican.Harbor",6,43.2855064520389,"PR2"
"X207_Menemsha",6,143.580436409602,"PR2"
"X207_Lynn.Harbor",6,255.430319574246,"PR2"
"X207_Scituate.Harbor",6,4.14363629472364,"PR2"
"X207_Cohasset.Harbor",6,44.1236629498256,"PR2"
"W39_TANMH...Tangier",6,4107.49179842793,"PR2"
"X207_Lower.Pleasant.Bay",6,454.225317668888,"PR2"
"X207_New.Bedford.Outer.Harbor",6,41.5306414596552,"PR2"
"X207_Morris.Island",6,58.4546611524064,"PR2"
"W39_MOBPH...Mobjack",6,3366.27965051459,"PR2"
"X207_West.Falmouth",6,19.5967095473671,"PR2"
"X12_CB7.2E",6,114.380560891656,"PR2"
"X207_Duxbury.Plymouth.Harbor",6,759.289201149244,"PR2"
"X12_CB7.1",6,345.919987237724,"PR2"
"X207_East.West.Branch.Westport.River",6,210.989291569503,"PR2"
"X207_Pocasset.Harbor",6,13.8513421651138,"PR2"
"X12_EE3.5",6,675.623298119254,"PR2"
"W39_Vaucluse.Shores",6,293.855040324855,"PR2"
"X207_Boston.Harbor",6,48.7759874237581,"PR2"
"W4.350_Maquoit.Bay",6,449.559119808641,"PR2"
"X207_Upper.Pleasant.Bay",6,86.4782008064929,"PR2"
"X207_Madaket.Harbor",6,238.446277285431,"PR2"
"X207_West.Cape.Cod.Canal",6,111.731011784936,"PR2"
"W39_CB7PH...Chesapeake.Bay",6,3278.06076942574,"PR2"
"X207_Ryders.Cove.Crow.Pond.Bassing.Harbor",6,52.3839796872921,"PR2"
"X207_Quissett",7,17.0341144681473,"PR2"
"W39_East.River",7,269.489631064266,"PR2"
"W39_POCMH...Pocomoke",7,549.545832421943,"PR2"
"X207_Lake.Tashmoo",7,21.9693972723798,"PR2"
"X101_Maroom",7,1908.27357774852,"PR2"
"X83_Northern.Deception.Bay",7,175.792570452283,"PR2"
"X187_Kaipara.Harbour...Control.3",7,0.119420216160155,"PR2"
"X158_Wanga.Wallen",7,459.163161680148,"PR2"
"X187_Kaipara.Harbour...Control.2",7,0.650442722368717,"PR2"
"X187_Kaipara.Harbour...Control.4",7,0.217646254453047,"PR2"
"X244_Centre.Bank",7,0.0230383922529568,"PR2"
"X37_All.Lake.Macquarie",7,1672.12081243458,"PR2"
"X101_Eastern.Banks",7,8393.42121342197,"PR2"
"X158_Eastern.Banks",7,7357.94912366979,"PR2"
"W27_Esperance.Bay",7,446.971384965062,"PR2"
"X158_Moreton.Banks",7,1553.19227389595,"PR2"
"W26.346_Wallis.Lake",7,2029.37439837524,"PR2"
"X244_Bottelary",7,9.43574271718785,"PR2"
"W28_Warnbro.Sound",7,218.088478257432,"PR2"
"X101_Amity",7,2142.29998347175,"PR2"
"X101_Wanga.Wallen",7,480.917085488244,"PR2"
"X101_Chain",7,676.252447922619,"PR2"
"X12_CB8.1",7,1.20940762795969,"PR2"
"X151_Southern.study.area",7,271.385005996824,"PR2"
"X37_Tuggerah.Lakes",7,378.645154070857,"PR2"
